Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2025,June,Darebin,2 Community,23 Religious,231 Church,29
2025,June,Darebin,2 Community,23 Religious,232 Other religious,11
2025,June,Darebin,2 Community,24 Public Transport,241 Train,19
2025,June,Darebin,2 Community,24 Public Transport,2410 Rail Track,8
2025,June,Darebin,2 Community,24 Public Transport,242 Train Station,347
2025,June,Darebin,2 Community,24 Public Transport,243 Railway Carpark,84
2025,June,Darebin,2 Community,24 Public Transport,244 Tram/Tram Stop,21
2025,June,Darebin,2 Community,24 Public Transport,245 Bus/Bus Stop,44
2025,June,Darebin,2 Community,24 Public Transport,249 Taxi,15
2025,June,Darebin,2 Community,25 Other Transport,251 Private Car,7
2025,June,Darebin,2 Community,25 Other Transport,252 Airfield,2
2025,June,Darebin,2 Community,25 Other Transport,255 Carpark (Single Level),550
2025,June,Darebin,2 Community,25 Other Transport,256 Carpark (Multi Level),103
2025,June,Darebin,2 Community,25 Other Transport,257 Other Transport Type/Area,18
2025,June,Darebin,2 Community,26 Justice,261 Police Station,44
2025,June,Darebin,2 Community,26 Justice,262 Court,5
2025,June,Darebin,2 Community,26 Justice,264 Youth Training Centre,1
2025,June,Darebin,2 Community,26 Justice,265 Other Justice Facility,5
2025,June,Darebin,2 Community,27 Open Space,271 Parkland/Reserve,67
2025,June,Darebin,2 Community,27 Open Space,273 Vacant Block,6
2025,June,Darebin,2 Community,27 Open Space,275 Other Open Space,32
2025,June,Darebin,2 Community,28 Street/footpath,281 Street/Lane/Footpath,3376
2025,June,Darebin,2 Community,29 Other community location,292 Civic Centre,10
2025,June,Darebin,2 Community,29 Other community location,293 Gallery,3
2025,June,Darebin,2 Community,29 Other community location,294 Car Wash,13
2025,June,Darebin,3 Other,31 Admin/professional,311 Business Office,71
2025,June,Darebin,3 Other,31 Admin/professional,312 Other Admin/Professional,40
2025,June,Darebin,3 Other,32 Financial,321 Bank,18
2025,June,Darebin,3 Other,32 Financial,323 ATM/Eftpos,9
2025,June,Darebin,3 Other,33 Retail,331 Chemist/Pharmacy,53
2025,June,Darebin,3 Other,33 Retail,3310 24Hr Convenience,59
2025,June,Darebin,3 Other,33 Retail,3311 Restaurant/Fastfood,221
2025,June,Darebin,3 Other,33 Retail,3312 Other Retail,854
2025,June,Darebin,3 Other,33 Retail,332 Service Station,514
2025,June,Darebin,3 Other,33 Retail,333 Jeweller,6
2025,June,Darebin,3 Other,33 Retail,334 2nd Hand Dealer,2
2025,June,Darebin,3 Other,33 Retail,335 Supermarket,339
2025,June,Darebin,3 Other,33 Retail,336 Department Store,160
2025,June,Darebin,3 Other,33 Retail,337 Shopping Complex,641
2025,June,Darebin,3 Other,33 Retail,338 Car Sales Yard,31
2025,June,Darebin,3 Other,33 Retail,339 Milkbar,15
2025,June,Darebin,3 Other,34 Wholesale,341 Any Wholesale,26
2025,June,Darebin,3 Other,35 Warehousing/storage,351 Warehousing/Storage,66
2025,June,Darebin,3 Other,36 Manufacturing,361 Factory,53
2025,June,Darebin,3 Other,36 Manufacturing,362 Any Manufacturing,11
2025,June,Darebin,3 Other,37 Agricultural,371 Farmland/Agricultural,2
2025,June,Darebin,3 Other,37 Agricultural,373 Other Agricultural,1
2025,June,Darebin,3 Other,38 Recreational,381 Licensed Premises,445
2025,June,Darebin,3 Other,38 Recreational,382 Tab,5
2025,June,Darebin,3 Other,38 Recreational,383 Cinema,4
2025,June,Darebin,3 Other,38 Recreational,384 Sport Area/Facility,47
2025,June,Darebin,3 Other,38 Recreational,385 Gaming Venue,14
2025,June,Darebin,3 Other,38 Recreational,386 Other Rec./Sports,45
2025,June,Darebin,3 Other,38 Recreational,387 Gym/Fitness,36
2025,June,Darebin,3 Other,39 Other location,391 Brothel/Sexual Services Premises,2
2025,June,Darebin,3 Other,39 Other location,392 Other Location (Not Elsewhere),125
2025,June,Darebin,3 Other,39 Other location,393 Construction Site,44
2025,June,Darebin,3 Other,39 Other location,394 Veterinary Clinic,1
2025,June,East Gippsland,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,159
2025,June,East Gippsland,1 Residential,11 Dwelling - private,112 House,1753
2025,June,East Gippsland,1 Residential,11 Dwelling - private,113 Bungalow,6
2025,June,East Gippsland,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,28
2025,June,East Gippsland,1 Residential,11 Dwelling - private,115 Houseboat,2
2025,June,East Gippsland,1 Residential,11 Dwelling - private,116 Ministry Of Housing,10
2025,June,East Gippsland,1 Residential,11 Dwelling - private,117 Farm House,13
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,121 Boarding House,3
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,122 Holiday Home,8
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,34
2025,June,East Gippsland,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,11
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,2
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,132 Backyard,42
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,133 Frontyard,81
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,134 Garage,20
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,135 Shed,30
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),15
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,91
2025,June,East Gippsland,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,20
2025,June,East Gippsland,2 Community,21 Education,211 School,30
2025,June,East Gippsland,2 Community,21 Education,212 School Grounds,19
2025,June,East Gippsland,2 Community,21 Education,213 Other Educational,9
2025,June,East Gippsland,2 Community,22 Health,221 Hospital,31
2025,June,East Gippsland,2 Community,22 Health,222 Medical Centre,4
2025,June,East Gippsland,2 Community,22 Health,223 Dental,1
2025,June,East Gippsland,2 Community,22 Health,224 Other Health,10
2025,June,East Gippsland,2 Community,23 Religious,231 Church,5
2025,June,East Gippsland,2 Community,23 Religious,232 Other religious,1
2025,June,East Gippsland,2 Community,24 Public Transport,241 Train,1
2025,June,East Gippsland,2 Community,24 Public Transport,242 Train Station,16
2025,June,East Gippsland,2 Community,24 Public Transport,243 Railway Carpark,3
2025,June,East Gippsland,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2025,June,East Gippsland,2 Community,24 Public Transport,249 Taxi,3
2025,June,East Gippsland,2 Community,25 Other Transport,251 Private Car,3
2025,June,East Gippsland,2 Community,25 Other Transport,253 Boat,6
2025,June,East Gippsland,2 Community,25 Other Transport,254 Dock/Wharf,6
2025,June,East Gippsland,2 Community,25 Other Transport,255 Carpark (Single Level),56
2025,June,East Gippsland,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2025,June,East Gippsland,2 Community,26 Justice,261 Police Station,51
2025,June,East Gippsland,2 Community,26 Justice,262 Court,97
2025,June,East Gippsland,2 Community,26 Justice,265 Other Justice Facility,2
2025,June,East Gippsland,2 Community,27 Open Space,271 Parkland/Reserve,60
2025,June,East Gippsland,2 Community,27 Open Space,272 Rural,23
2025,June,East Gippsland,2 Community,27 Open Space,273 Vacant Block,1
2025,June,East Gippsland,2 Community,27 Open Space,274 Beach Foreshore,18
2025,June,East Gippsland,2 Community,27 Open Space,275 Other Open Space,36
2025,June,East Gippsland,2 Community,27 Open Space,276 Beach Car Park,7
2025,June,East Gippsland,2 Community,28 Street/footpath,281 Street/Lane/Footpath,383
2025,June,East Gippsland,2 Community,29 Other community location,291 Cemetery,2
2025,June,East Gippsland,2 Community,29 Other community location,292 Civic Centre,7
2025,June,East Gippsland,2 Community,29 Other community location,294 Car Wash,3
2025,June,East Gippsland,3 Other,31 Admin/professional,311 Business Office,12
2025,June,East Gippsland,3 Other,31 Admin/professional,312 Other Admin/Professional,14
2025,June,East Gippsland,3 Other,32 Financial,321 Bank,2
2025,June,East Gippsland,3 Other,32 Financial,323 ATM/Eftpos,5
2025,June,East Gippsland,3 Other,32 Financial,324 Other Financial,1
2025,June,East Gippsland,3 Other,33 Retail,331 Chemist/Pharmacy,5
2025,June,East Gippsland,3 Other,33 Retail,3310 24Hr Convenience,4
2025,June,East Gippsland,3 Other,33 Retail,3311 Restaurant/Fastfood,49
2025,June,East Gippsland,3 Other,33 Retail,3312 Other Retail,138
2025,June,East Gippsland,3 Other,33 Retail,332 Service Station,65
2025,June,East Gippsland,3 Other,33 Retail,334 2nd Hand Dealer,1
2025,June,East Gippsland,3 Other,33 Retail,335 Supermarket,141
2025,June,East Gippsland,3 Other,33 Retail,336 Department Store,23
2025,June,East Gippsland,3 Other,33 Retail,337 Shopping Complex,86
2025,June,East Gippsland,3 Other,33 Retail,338 Car Sales Yard,4
2025,June,East Gippsland,3 Other,33 Retail,339 Milkbar,4
2025,June,East Gippsland,3 Other,34 Wholesale,341 Any Wholesale,1
2025,June,East Gippsland,3 Other,35 Warehousing/storage,351 Warehousing/Storage,15
2025,June,East Gippsland,3 Other,36 Manufacturing,361 Factory,12
2025,June,East Gippsland,3 Other,36 Manufacturing,362 Any Manufacturing,2
2025,June,East Gippsland,3 Other,37 Agricultural,371 Farmland/Agricultural,33
2025,June,East Gippsland,3 Other,37 Agricultural,373 Other Agricultural,7
2025,June,East Gippsland,3 Other,38 Recreational,381 Licensed Premises,104
2025,June,East Gippsland,3 Other,38 Recreational,382 Tab,1
2025,June,East Gippsland,3 Other,38 Recreational,384 Sport Area/Facility,18
2025,June,East Gippsland,3 Other,38 Recreational,385 Gaming Venue,6
2025,June,East Gippsland,3 Other,38 Recreational,386 Other Rec./Sports,13
2025,June,East Gippsland,3 Other,38 Recreational,387 Gym/Fitness,3
2025,June,East Gippsland,3 Other,39 Other location,392 Other Location (Not Elsewhere),52
2025,June,East Gippsland,3 Other,39 Other location,393 Construction Site,13
2025,June,Frankston,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,468
2025,June,Frankston,1 Residential,11 Dwelling - private,112 House,3647
2025,June,Frankston,1 Residential,11 Dwelling - private,113 Bungalow,10
2025,June,Frankston,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,19
2025,June,Frankston,1 Residential,11 Dwelling - private,115 Houseboat,1
2025,June,Frankston,1 Residential,11 Dwelling - private,116 Ministry Of Housing,19
2025,June,Frankston,1 Residential,11 Dwelling - private,117 Farm House,5
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,121 Boarding House,55
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,124 Nursing Home,11
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,15
2025,June,Frankston,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,22
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,4
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,132 Backyard,84
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,133 Frontyard,284
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,134 Garage,84
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,135 Shed,28
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,16
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),37
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,645
2025,June,Frankston,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,50
2025,June,Frankston,2 Community,21 Education,211 School,77
2025,June,Frankston,2 Community,21 Education,212 School Grounds,39
2025,June,Frankston,2 Community,21 Education,213 Other Educational,34
2025,June,Frankston,2 Community,22 Health,221 Hospital,72
2025,June,Frankston,2 Community,22 Health,222 Medical Centre,25
2025,June,Frankston,2 Community,22 Health,223 Dental,5
2025,June,Frankston,2 Community,22 Health,224 Other Health,24
2025,June,Frankston,2 Community,23 Religious,231 Church,27
2025,June,Frankston,2 Community,23 Religious,232 Other religious,8
2025,June,Frankston,2 Community,24 Public Transport,241 Train,14
2025,June,Frankston,2 Community,24 Public Transport,2410 Rail Track,1
2025,June,Frankston,2 Community,24 Public Transport,242 Train Station,265
2025,June,Frankston,2 Community,24 Public Transport,243 Railway Carpark,27
2025,June,Frankston,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2025,June,Frankston,2 Community,24 Public Transport,245 Bus/Bus Stop,46
2025,June,Frankston,2 Community,24 Public Transport,246 Depot/Terminal,2
2025,June,Frankston,2 Community,24 Public Transport,247 Freight Yard,1
2025,June,Frankston,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2025,June,Frankston,2 Community,24 Public Transport,249 Taxi,4
2025,June,Frankston,2 Community,25 Other Transport,251 Private Car,11
2025,June,Frankston,2 Community,25 Other Transport,254 Dock/Wharf,1
2025,June,Frankston,2 Community,25 Other Transport,255 Carpark (Single Level),392
2025,June,Frankston,2 Community,25 Other Transport,256 Carpark (Multi Level),79
2025,June,Frankston,2 Community,25 Other Transport,257 Other Transport Type/Area,14
2025,June,Frankston,2 Community,26 Justice,261 Police Station,106
2025,June,Frankston,2 Community,26 Justice,262 Court,908
2025,June,Frankston,2 Community,26 Justice,265 Other Justice Facility,10
2025,June,Frankston,2 Community,27 Open Space,271 Parkland/Reserve,60
2025,June,Frankston,2 Community,27 Open Space,272 Rural,3
2025,June,Frankston,2 Community,27 Open Space,273 Vacant Block,8
2025,June,Frankston,2 Community,27 Open Space,274 Beach Foreshore,43
2025,June,Frankston,2 Community,27 Open Space,275 Other Open Space,57
2025,June,Frankston,2 Community,27 Open Space,276 Beach Car Park,14
2025,June,Frankston,2 Community,28 Street/footpath,281 Street/Lane/Footpath,2049
2025,June,Frankston,2 Community,29 Other community location,292 Civic Centre,11
2025,June,Frankston,2 Community,29 Other community location,293 Gallery,1
2025,June,Frankston,2 Community,29 Other community location,294 Car Wash,9
2025,June,Frankston,3 Other,31 Admin/professional,311 Business Office,63
2025,June,Frankston,3 Other,31 Admin/professional,312 Other Admin/Professional,19
2025,June,Frankston,3 Other,32 Financial,321 Bank,5
2025,June,Frankston,3 Other,32 Financial,323 ATM/Eftpos,2
2025,June,Frankston,3 Other,33 Retail,331 Chemist/Pharmacy,20
2025,June,Frankston,3 Other,33 Retail,3310 24Hr Convenience,83
2025,June,Frankston,3 Other,33 Retail,3311 Restaurant/Fastfood,239
2025,June,Frankston,3 Other,33 Retail,3312 Other Retail,616
2025,June,Frankston,3 Other,33 Retail,332 Service Station,346
2025,June,Frankston,3 Other,33 Retail,333 Jeweller,3
2025,June,Frankston,3 Other,33 Retail,334 2nd Hand Dealer,6
2025,June,Frankston,3 Other,33 Retail,335 Supermarket,230
2025,June,Frankston,3 Other,33 Retail,336 Department Store,78
2025,June,Frankston,3 Other,33 Retail,337 Shopping Complex,574
2025,June,Frankston,3 Other,33 Retail,338 Car Sales Yard,65
2025,June,Frankston,3 Other,33 Retail,339 Milkbar,31
2025,June,Frankston,3 Other,34 Wholesale,341 Any Wholesale,11
2025,June,Frankston,3 Other,35 Warehousing/storage,351 Warehousing/Storage,76
2025,June,Frankston,3 Other,36 Manufacturing,361 Factory,129
2025,June,Frankston,3 Other,36 Manufacturing,362 Any Manufacturing,15
2025,June,Frankston,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2025,June,Frankston,3 Other,37 Agricultural,373 Other Agricultural,1
2025,June,Frankston,3 Other,38 Recreational,381 Licensed Premises,131
2025,June,Frankston,3 Other,38 Recreational,382 Tab,2
2025,June,Frankston,3 Other,38 Recreational,383 Cinema,14
2025,June,Frankston,3 Other,38 Recreational,384 Sport Area/Facility,52
2025,June,Frankston,3 Other,38 Recreational,385 Gaming Venue,21
2025,June,Frankston,3 Other,38 Recreational,386 Other Rec./Sports,44
2025,June,Frankston,3 Other,38 Recreational,387 Gym/Fitness,34
2025,June,Frankston,3 Other,39 Other location,391 Brothel/Sexual Services Premises,4
2025,June,Frankston,3 Other,39 Other location,392 Other Location (Not Elsewhere),111
2025,June,Frankston,3 Other,39 Other location,393 Construction Site,20
